Username,Followers,Following,Posts,Engagement Rate (%),Profile Picture,Verified,Account Age (Months),Suspicious Words in Bio,Follower-Following Ratio,Likes-Per-Post,Comments-Per-Post,Engagement Consistency,Account Type
user_772,34399,4198,182,3.809412770658637,Yes,No,15,No,8.194140066698427,8469,111,Consistent,Genuine
user_773,45495,3497,456,4.075752707181357,Yes,No,28,Yes,13.009722619388047,7741,350,Inconsistent,Fake
user_774,5763,779,152,7.519117510797923,Yes,No,24,No,7.397946084724005,5105,164,Inconsistent,Fake
user_775,49457,214,487,11.337943895652062,Yes,No,60,No,231.10747663551402,2922,278,Consistent,Genuine
user_776,4854,3763,314,7.3702425117702255,No,Yes,35,No,1.2899282487377093,2513,26,Consistent,Genuine
user_777,10186,1577,333,1.3387445169838288,Yes,No,86,No,6.459099556119214,9030,69,Consistent,Genuine
user_778,59,2449,123,14.387952114328955,Yes,No,27,No,0.024091465904450795,2801,217,Consistent,Genuine
user_779,19305,2937,472,14.169502626864627,Yes,No,83,No,6.573033707865169,6981,449,Consistent,Genuine
user_780,23843,3118,113,11.885248375651921,Yes,No,109,Yes,7.646889031430404,8221,364,Consistent,Genuine
user_781,29598,592,277,14.874254572681199,Yes,No,76,No,49.99662162162162,6502,188,Consistent,Fake
user_782,37942,2721,499,8.394993825603812,Yes,No,20,No,13.944138184490996,6038,332,Consistent,Genuine
user_783,1065,714,413,14.460141078671487,Yes,No,65,No,1.4915966386554622,6229,434,Consistent,Genuine
user_784,27762,936,467,1.5962730889428862,Yes,No,85,No,29.66025641025641,9449,305,Inconsistent,Genuine
user_785,35011,4338,212,5.8023708497898845,Yes,No,49,No,8.070769940064546,364,123,Consistent,Genuine
user_786,8465,2,171,3.7680283860981048,Yes,No,109,No,4232.5,1800,18,Inconsistent,Genuine
user_787,46368,2849,287,3.3395797199469155,Yes,Yes,1,No,16.275184275184277,5958,256,Consistent,Genuine
user_788,47330,4045,434,2.5416427589438033,Yes,No,10,No,11.700865265760198,9096,295,Consistent,Genuine
user_789,23883,1950,173,9.524997802706952,Yes,No,47,No,12.247692307692308,7436,415,Consistent,Genuine
user_790,4208,918,112,11.829166908335923,Yes,Yes,59,No,4.583877995642702,4793,21,Consistent,Genuine
user_791,20359,3175,375,8.88532679159523,Yes,No,96,Yes,6.412283464566929,8160,367,Inconsistent,Fake
user_792,7020,2242,404,2.63095928902904,Yes,Yes,62,No,3.1311329170383586,179,476,Consistent,Fake
user_793,6988,90,482,12.261294664035328,Yes,No,103,No,77.64444444444445,3873,449,Inconsistent,Genuine
user_794,21218,1710,121,9.721343253874062,Yes,No,86,No,12.408187134502924,3960,39,Consistent,Genuine
user_795,46590,2170,31,6.1284027388414355,Yes,No,18,No,21.47004608294931,1186,37,Inconsistent,Genuine
user_796,20434,4239,221,10.274889285272913,Yes,No,112,No,4.820476527482897,773,47,Consistent,Fake
user_797,18067,3042,118,4.268622199021076,Yes,No,46,No,5.939184746877054,4460,182,Consistent,Genuine
user_798,10394,106,38,5.505287023166052,Yes,No,32,Yes,98.05660377358491,352,74,Consistent,Genuine
user_799,40084,887,496,13.803544725413857,Yes,No,27,No,45.19052987598647,6943,208,Consistent,Genuine
user_800,8752,428,267,4.712315332235596,Yes,No,92,No,20.44859813084112,5202,182,Consistent,Genuine
user_801,434,1896,232,7.314829888290081,Yes,Yes,18,No,0.2289029535864979,5344,434,Consistent,Genuine
user_802,454,317,430,13.407046492242213,Yes,No,39,No,1.4321766561514195,4507,106,Inconsistent,Genuine
user_803,40993,635,17,10.761959578879148,Yes,No,49,No,64.55590551181102,4830,187,Consistent,Genuine
user_804,47976,1926,148,1.40194677938819,Yes,No,93,No,24.909657320872274,117,263,Inconsistent,Fake
user_805,29239,2057,396,2.63589414204507,Yes,No,82,No,14.21438988818668,481,85,Inconsistent,Genuine
user_806,12813,3145,148,0.6137030661927938,Yes,No,44,No,4.074085850556439,4287,323,Consistent,Fake
user_807,18434,2271,125,9.64836595832287,Yes,No,72,No,8.11712901805372,6802,330,Inconsistent,Fake
user_808,32656,1440,391,6.991264668451065,Yes,No,54,No,22.677777777777777,8298,455,Consistent,Fake
user_809,9910,553,301,2.446985338082995,Yes,No,95,No,17.920433996383363,4477,136,Inconsistent,Genuine
user_810,38807,716,359,14.39004475532317,Yes,No,34,No,54.19972067039106,6533,345,Consistent,Genuine
user_811,15156,3912,237,8.18006599721149,Yes,No,71,No,3.874233128834356,243,385,Consistent,Fake
user_812,23624,1714,134,4.007452764636893,Yes,Yes,36,No,13.78296382730455,7012,335,Consistent,Fake
user_813,23574,3390,150,7.75875178174326,Yes,No,18,No,6.953982300884956,865,94,Consistent,Genuine
user_814,3686,1108,235,10.354494824659064,Yes,No,38,No,3.3267148014440435,9753,325,Consistent,Fake
user_815,10966,4207,223,1.605468660616685,Yes,Yes,59,No,2.6066080342286666,5329,244,Consistent,Genuine
user_816,4859,251,202,4.483205318194434,Yes,No,9,No,19.358565737051794,603,468,Consistent,Genuine
user_817,32251,2431,255,12.200999617817907,Yes,No,73,No,13.266556972439325,5756,89,Inconsistent,Genuine
user_818,13506,2055,85,7.165140620838588,Yes,No,110,No,6.572262773722628,4018,58,Consistent,Genuine
user_819,48262,459,149,8.425368559468275,Yes,No,72,No,105.14596949891067,5192,402,Consistent,Fake
user_820,38815,208,234,6.775832032037304,Yes,No,51,Yes,186.61057692307693,2015,27,Consistent,Genuine
user_821,34866,900,344,1.1365491683235742,Yes,Yes,35,No,38.74,9850,71,Consistent,Genuine
user_822,45156,3462,21,2.903371807392261,Yes,No,82,No,13.043327556325822,3380,269,Inconsistent,Genuine
user_823,17150,3386,347,6.960353761757418,Yes,No,5,No,5.06497341996456,3770,23,Consistent,Genuine
user_824,21999,22,284,3.533189248414953,Yes,No,14,No,999.9545454545455,5829,111,Consistent,Genuine
user_825,4594,410,268,1.2246959155653416,Yes,Yes,92,Yes,11.204878048780488,1613,299,Consistent,Genuine
user_826,37794,895,465,12.732920128751443,Yes,No,30,Yes,42.22793296089385,1879,484,Consistent,Genuine
user_827,45593,515,257,14.72729167287968,Yes,No,4,No,88.53009708737864,5372,55,Inconsistent,Genuine
user_828,42833,4905,28,12.000571672952722,Yes,No,39,No,8.732517838939858,4108,473,Consistent,Fake
user_829,26707,4970,212,12.879881364717672,Yes,No,84,No,5.3736418511066395,9291,222,Inconsistent,Genuine
user_830,36237,4110,462,4.008668389597158,Yes,No,64,Yes,8.816788321167882,9266,119,Consistent,Genuine
user_831,47248,2135,435,14.429091144941397,Yes,No,25,Yes,22.130210772833724,8978,178,Inconsistent,Fake
user_832,7289,3596,282,3.3554227145747118,Yes,No,28,No,2.0269744160177976,148,287,Consistent,Genuine
user_833,14539,2957,49,14.295732250246568,Yes,No,76,No,4.916807575245181,1754,433,Inconsistent,Fake
user_834,49451,1561,94,14.92487976250629,No,No,66,No,31.67905188981422,7378,424,Inconsistent,Genuine
user_835,43175,1267,462,10.819980683317707,Yes,No,107,No,34.07655880031571,6681,449,Inconsistent,Genuine
user_836,49972,2170,498,14.726584110981417,Yes,No,78,No,23.02857142857143,3756,280,Consistent,Fake
user_837,28588,3639,406,8.758326803723003,Yes,Yes,22,Yes,7.856004396812311,9371,371,Consistent,Genuine
user_838,32099,750,87,4.26335585605331,Yes,No,31,Yes,42.79866666666667,9116,491,Consistent,Genuine
user_839,37181,3428,43,6.836440342151502,Yes,No,23,No,10.846266044340723,5392,188,Consistent,Genuine
user_840,42994,4781,460,9.106633562992396,Yes,No,48,No,8.99267935578331,9795,65,Consistent,Genuine
user_841,8477,1928,277,1.5596826493917173,Yes,No,20,No,4.396784232365145,3052,297,Consistent,Genuine
user_842,41398,3805,170,9.523977336950068,Yes,No,38,No,10.879894875164258,5692,448,Consistent,Genuine
user_843,24335,3703,420,14.72707863305327,Yes,No,55,No,6.57169862273832,4218,419,Consistent,Genuine
user_844,37676,2357,188,3.2565609218640508,Yes,No,68,No,15.984726347051337,4803,248,Consistent,Genuine
user_845,42858,4791,352,11.992629186181558,Yes,No,79,No,8.945522855353788,2377,75,Consistent,Genuine
user_846,22978,2336,183,13.66453250980448,Yes,Yes,88,Yes,9.836472602739725,5086,136,Consistent,Genuine
user_847,19248,307,2,14.183673095893202,Yes,No,89,No,62.697068403908794,3182,163,Consistent,Fake
user_848,19808,3666,190,14.421966263878984,No,No,1,No,5.40316421167485,3160,232,Consistent,Genuine
user_849,15304,1990,117,8.061164761461344,Yes,No,7,No,7.6904522613065325,6576,254,Consistent,Genuine
user_850,44288,662,18,14.670964665876804,No,No,57,No,66.90030211480362,8903,475,Inconsistent,Genuine
user_851,1302,4645,22,11.480998003449363,Yes,Yes,95,Yes,0.2803013993541442,2586,293,Inconsistent,Fake
user_852,39814,312,412,2.8442358254359474,Yes,No,12,No,127.60897435897436,2648,416,Inconsistent,Genuine
user_853,12223,2921,29,7.415051543785565,Yes,No,106,Yes,4.184525847312564,7313,169,Inconsistent,Genuine
user_854,37491,1083,294,10.915802042894057,Yes,No,5,No,34.61772853185595,1717,316,Consistent,Genuine
user_855,26748,2972,107,4.086434579376709,Yes,No,108,No,9.0,5308,173,Consistent,Genuine
user_856,15831,755,366,9.788920161458867,Yes,No,50,No,20.9682119205298,7407,469,Consistent,Genuine
user_857,13101,4131,280,10.165706946175979,Yes,Yes,42,No,3.1713870733478577,870,344,Consistent,Genuine
user_858,39699,4541,127,2.8591462852242056,Yes,No,102,No,8.74234750055054,3574,444,Consistent,Genuine
user_859,6999,353,228,8.693737030564966,Yes,No,12,No,19.827195467422097,5827,17,Consistent,Fake
user_860,42339,903,110,11.688590209189812,Yes,No,103,No,46.88704318936877,7986,69,Consistent,Genuine
user_861,8067,3889,135,7.733987135771158,Yes,No,18,Yes,2.0743121625096426,8462,337,Consistent,Genuine
user_862,6991,159,361,0.6754951932535577,Yes,No,66,No,43.9685534591195,9735,115,Consistent,Genuine
user_863,25984,1978,185,0.6310578016497366,Yes,No,74,No,13.136501516683518,8741,79,Consistent,Genuine
user_864,23436,957,143,5.6769254875651765,Yes,No,79,No,24.489028213166144,5769,14,Consistent,Fake
user_865,10259,2072,71,13.929813992260838,Yes,No,94,No,4.951254826254826,5733,175,Consistent,Genuine
user_866,17765,404,128,3.8158133042523272,Yes,No,108,No,43.972772277227726,9904,455,Consistent,Fake
user_867,28970,4612,363,9.698273488639463,Yes,No,17,No,6.28143972246314,3240,268,Consistent,Genuine
user_868,31753,2780,260,3.7201001250531482,Yes,No,68,Yes,11.421942446043165,9554,118,Inconsistent,Fake
user_869,42368,1388,2,5.1642148500634555,Yes,No,71,No,30.52449567723343,4893,298,Consistent,Fake
user_870,4687,3454,448,12.796610299221518,Yes,No,62,No,1.3569774174869715,9476,187,Consistent,Genuine
user_871,4904,956,387,11.06849091291423,Yes,No,41,No,5.129707112970712,886,56,Consistent,Genuine
user_872,43138,1713,103,1.8832895210415541,Yes,No,95,No,25.182720373613545,5854,198,Consistent,Genuine
user_873,37710,4704,482,6.716179304303288,Yes,No,115,No,8.016581632653061,5318,16,Consistent,Fake
user_874,39861,1274,223,0.9229615728563347,Yes,No,119,No,31.288069073783358,2258,433,Consistent,Genuine
user_875,49339,3812,319,7.472907125743631,Yes,No,103,No,12.943074501573976,4382,287,Consistent,Fake
user_876,19906,2626,361,10.105293169665487,Yes,No,119,Yes,7.580350342726581,1785,405,Inconsistent,Genuine
user_877,21883,2383,353,2.2182880421731976,Yes,No,34,No,9.182962652119178,7727,54,Inconsistent,Fake
user_878,20013,1442,490,4.688831614182902,Yes,No,70,No,13.87864077669903,295,498,Consistent,Fake
user_879,36982,2980,472,6.268631069781275,Yes,No,114,No,12.410067114093959,2597,440,Consistent,Genuine
user_880,27219,1798,9,13.83319985751272,Yes,Yes,102,No,15.138487208008899,680,268,Consistent,Fake
user_881,7991,4391,404,14.902197723632979,Yes,No,45,No,1.8198588020951947,4890,302,Consistent,Genuine
user_882,14438,4010,383,1.1512138354364299,Yes,No,58,No,3.600498753117207,4298,86,Consistent,Fake
user_883,5619,4851,301,11.534614890683185,Yes,Yes,51,Yes,1.158317872603587,324,317,Inconsistent,Genuine
user_884,4350,1395,230,5.889998962833977,Yes,No,34,No,3.118279569892473,7952,437,Consistent,Genuine
user_885,39087,4282,218,6.190643700327461,Yes,No,44,No,9.128211116300793,986,28,Inconsistent,Genuine
user_886,36636,1270,410,11.43684211353183,Yes,No,15,No,28.84724409448819,3118,21,Consistent,Genuine
user_887,12065,4733,65,13.817183266108426,Yes,No,78,No,2.5491231776885694,760,320,Consistent,Genuine
user_888,45052,3715,424,14.288464620286952,Yes,Yes,70,No,12.127052489905788,7758,284,Consistent,Genuine
user_889,6304,530,111,8.86827749755565,Yes,No,50,No,11.894339622641509,9228,47,Inconsistent,Genuine
user_890,17194,3624,12,5.678256809857291,Yes,No,101,No,4.74448123620309,906,4,Inconsistent,Genuine
user_891,24264,2959,392,11.919461744952299,No,No,114,Yes,8.200067590402163,5499,249,Consistent,Fake
user_892,40168,2915,499,4.139520057303354,Yes,No,32,No,13.77975986277873,364,162,Consistent,Genuine
user_893,15233,4890,419,8.679073418086007,Yes,No,67,No,3.1151329243353785,7769,201,Consistent,Genuine
user_894,6288,3592,85,5.699387692110661,Yes,No,3,No,1.7505567928730512,3413,466,Inconsistent,Fake
user_895,6140,2148,233,10.021150568764204,Yes,No,86,No,2.8584729981378025,8027,100,Inconsistent,Genuine
user_896,11687,4574,89,3.9857842369558503,Yes,No,86,No,2.555094009619589,7939,70,Consistent,Genuine
user_897,22465,3370,313,3.2780977131549736,Yes,No,74,No,6.666172106824926,9261,429,Consistent,Genuine
user_898,24121,940,53,13.814466756793838,Yes,No,51,No,25.66063829787234,3081,162,Consistent,Genuine
user_899,45465,526,11,1.976153402768285,Yes,No,67,No,86.43536121673004,5448,172,Consistent,Genuine
user_900,42729,2,208,7.836389662156509,Yes,No,76,No,21364.5,3258,140,Consistent,Genuine
user_901,41290,375,461,3.7023653529636293,Yes,No,93,No,110.10666666666667,2107,137,Consistent,Genuine
user_902,18321,2341,13,1.0644844682221781,Yes,No,48,No,7.82614267407091,7928,65,Inconsistent,Genuine
user_903,36084,4006,120,1.0222728652256827,Yes,No,17,No,9.007488766849725,2933,197,Consistent,Genuine
user_904,33484,3053,417,3.0407156955344963,Yes,No,7,No,10.967572879135277,2829,327,Inconsistent,Genuine
user_905,4238,4649,436,13.068170140337005,Yes,No,13,Yes,0.9115938911593892,8633,227,Consistent,Genuine
user_906,49873,2366,376,4.595941787666886,Yes,No,66,No,21.079036348267117,5006,280,Consistent,Genuine
user_907,10211,1526,19,14.281657973341789,Yes,Yes,4,No,6.6913499344692005,1559,171,Consistent,Fake
user_908,28782,4477,74,8.933523248343306,Yes,No,10,No,6.428858610676793,1741,315,Consistent,Fake
user_909,11364,1647,399,6.830905751647109,Yes,No,103,No,6.899817850637523,5830,430,Consistent,Genuine
user_910,24004,14,242,8.911288102707092,Yes,No,88,No,1714.5714285714287,7523,39,Consistent,Fake
user_911,21558,4600,222,7.992126585780882,Yes,No,17,Yes,4.686521739130435,625,6,Consistent,Genuine
user_912,22019,2279,69,11.502255679481214,Yes,No,52,No,9.661693725318122,1690,173,Consistent,Genuine
user_913,45709,3156,311,4.596192956606358,Yes,No,6,No,14.48320659062104,8282,150,Consistent,Genuine
user_914,37595,130,210,5.619230678204384,Yes,No,83,No,289.1923076923077,6310,210,Consistent,Genuine
user_915,36718,3815,100,13.464367386732135,Yes,No,69,Yes,9.624639580602883,3006,301,Consistent,Genuine
user_916,23111,4934,185,14.22361944068088,Yes,No,96,No,4.684029185245237,4302,85,Consistent,Genuine
user_917,13766,3217,131,13.442094298553881,Yes,No,74,No,4.279142057817842,1088,396,Consistent,Fake
user_918,39799,2939,110,6.581995912381047,Yes,No,9,No,13.54168084382443,6007,252,Consistent,Fake
user_919,39194,3929,380,11.815299793599785,Yes,No,91,No,9.97556630185798,4611,20,Inconsistent,Genuine
user_920,16957,2041,131,7.406868132865933,Yes,No,77,No,8.308182263596276,9372,256,Consistent,Fake
user_921,18827,28,19,7.714327856118482,Yes,No,83,No,672.3928571428571,7928,378,Consistent,Genuine
user_922,27743,2114,393,3.4678615813306175,Yes,No,21,No,13.123462630085147,4490,402,Consistent,Genuine
user_923,42978,1253,23,9.071389397248488,Yes,No,24,Yes,34.3000798084597,8378,380,Consistent,Fake
user_924,26379,4357,226,3.198970517423545,Yes,No,102,No,6.054395226072986,1597,443,Inconsistent,Fake
user_925,46942,2047,153,5.30768813647431,Yes,No,4,No,22.93209574987787,3747,32,Consistent,Genuine
user_926,16332,4556,292,12.89793792348906,Yes,No,24,Yes,3.584723441615452,2670,259,Consistent,Genuine
user_927,23674,4024,229,3.5025992335574005,No,No,59,No,5.883200795228628,8431,233,Consistent,Fake
user_928,23371,4397,468,1.5317951350147758,Yes,No,99,No,5.315214919263134,2580,2,Consistent,Genuine
user_929,10538,3375,309,1.5006100928858364,Yes,No,3,No,3.1223703703703705,7432,346,Consistent,Fake
user_930,22624,3467,487,14.141375547295064,Yes,No,68,No,6.5255263916931066,8330,307,Consistent,Genuine
user_931,5290,3082,358,7.850346350446602,Yes,No,101,No,1.7164179104477613,2506,488,Consistent,Genuine
user_932,43271,3779,404,6.436475041346766,Yes,No,40,No,11.450383699391374,4725,226,Inconsistent,Genuine
user_933,10528,630,201,12.257739424614817,Yes,Yes,48,No,16.711111111111112,4300,283,Consistent,Genuine
user_934,45212,270,37,12.619475954702482,Yes,No,54,No,167.45185185185184,9941,69,Consistent,Genuine
user_935,19312,2640,429,5.316769980176267,Yes,No,35,No,7.315151515151515,8759,453,Consistent,Fake
user_936,4482,1994,259,10.55746183337003,Yes,Yes,95,No,2.247743229689067,7002,438,Consistent,Genuine
user_937,29771,2892,187,11.681280829852355,Yes,No,56,No,10.294260027662517,9073,312,Consistent,Genuine
user_938,13618,4958,56,9.992434959556341,Yes,No,108,Yes,2.746672045179508,6131,363,Consistent,Genuine
user_939,14228,3433,428,2.6981285846014407,Yes,No,89,Yes,4.144480046606467,8831,470,Consistent,Genuine
user_940,22245,1281,19,13.200304710997326,Yes,Yes,40,No,17.365339578454332,4537,253,Inconsistent,Fake
user_941,352,2361,272,8.316871014672127,Yes,No,77,No,0.1490893689114782,2335,480,Inconsistent,Genuine
user_942,17072,576,118,4.595850182365053,Yes,No,68,Yes,29.63888888888889,4321,143,Consistent,Fake
user_943,105,1308,70,6.665808688846562,Yes,Yes,46,No,0.08027522935779817,2985,23,Consistent,Genuine
user_944,45831,3193,3,1.044780810784157,Yes,No,78,Yes,14.353585969307861,559,452,Consistent,Genuine
user_945,8767,3179,220,2.3540686177250545,Yes,Yes,13,No,2.7577854671280275,713,424,Consistent,Genuine
user_946,28749,2735,13,11.600427882479982,Yes,No,27,No,10.511517367458866,4593,233,Consistent,Fake
user_947,8200,2213,2,0.5001687039528091,Yes,No,6,No,3.7053773158608223,3988,332,Consistent,Genuine
user_948,2175,2353,215,6.5402045129932365,Yes,No,17,No,0.9243518912027199,6203,174,Consistent,Genuine
user_949,44297,3569,228,8.076397625741032,Yes,No,36,Yes,12.411599887923789,256,331,Consistent,Genuine
user_950,48563,1656,335,1.2921990900140983,Yes,No,104,No,29.32548309178744,8768,324,Consistent,Genuine
user_951,16798,1580,185,14.609633363098826,Yes,No,113,No,10.631645569620254,37,356,Inconsistent,Fake
user_952,39627,2204,54,3.778817303120243,Yes,No,99,No,17.979582577132486,8652,158,Consistent,Genuine
user_953,4671,1391,499,4.910881434726073,Yes,No,81,No,3.358015815959741,9632,347,Consistent,Genuine
user_954,15084,1743,387,4.907166427697896,Yes,No,105,No,8.654044750430293,1832,347,Consistent,Fake
user_955,46441,1926,375,3.8410416007015735,Yes,No,2,No,24.112668743509865,7600,285,Consistent,Genuine
user_956,5176,620,253,0.5213704202515155,Yes,No,77,Yes,8.348387096774193,5167,17,Consistent,Genuine
user_957,5172,1275,23,11.075499514275947,Yes,No,52,No,4.056470588235294,432,43,Consistent,Genuine
user_958,18080,957,161,14.519259747089638,No,No,66,No,18.892371995820273,4151,154,Consistent,Genuine
user_959,17352,1940,157,3.752255507633153,No,No,52,Yes,8.944329896907217,6411,354,Consistent,Genuine
user_960,19231,3954,81,10.114184281149624,Yes,No,92,No,4.863682346990389,1751,409,Consistent,Genuine
user_961,38688,2382,402,11.257496740901368,Yes,No,43,No,16.241813602015114,4997,376,Inconsistent,Fake
user_962,1581,969,158,12.802167996812608,Yes,No,90,No,1.631578947368421,5720,230,Consistent,Genuine
user_963,40990,1317,187,6.6281233566973325,Yes,No,22,No,31.123766135155655,7616,496,Consistent,Genuine
user_964,40491,1044,59,4.892498131786224,Yes,No,111,No,38.78448275862069,256,370,Consistent,Genuine
user_965,23383,282,402,5.216779443333952,Yes,No,107,No,82.91843971631205,671,315,Consistent,Genuine
user_966,39700,2845,304,10.833009329928435,Yes,No,55,Yes,13.954305799648505,489,401,Consistent,Genuine
user_967,34724,1059,318,12.343302264331722,Yes,No,67,No,32.78942398489141,6889,224,Consistent,Genuine
user_968,35904,4294,365,3.1334025324707384,Yes,No,99,Yes,8.361434559850954,2096,216,Consistent,Genuine
user_969,46321,2533,210,5.878644618287596,No,Yes,60,No,18.287011448874853,1682,55,Consistent,Genuine
user_970,8202,3829,405,13.578132852862677,Yes,No,58,No,2.142073648472186,2460,30,Consistent,Genuine
user_971,38568,1009,151,12.197056035573718,Yes,No,12,No,38.22398414271556,4529,356,Consistent,Genuine
user_972,45590,1230,108,14.7804468400559,Yes,No,88,No,37.0650406504065,5121,58,Consistent,Genuine
user_973,10317,1036,75,11.43659976539017,Yes,No,69,No,9.958494208494209,1975,379,Consistent,Genuine
user_974,25339,4586,29,6.201330414904873,Yes,No,84,No,5.525294374182294,3216,385,Consistent,Genuine
user_975,1112,276,313,9.064248592922247,Yes,No,103,No,4.028985507246377,9581,352,Consistent,Genuine
user_976,29976,2741,485,10.084706686586145,Yes,No,39,No,10.936154688070047,4515,422,Consistent,Genuine
user_977,6279,2290,116,1.6376093365982973,Yes,No,13,No,2.7419213973799126,5692,444,Consistent,Genuine
user_978,49327,1240,414,8.395205907006044,Yes,No,41,Yes,39.77983870967742,9776,234,Consistent,Genuine
user_979,47965,126,355,10.785152012852839,Yes,No,57,No,380.6746031746032,4939,106,Consistent,Fake
user_980,4682,4066,191,2.9261589080153754,Yes,No,53,Yes,1.1515002459419577,5563,190,Consistent,Fake
user_981,39106,4313,18,11.81915990267058,Yes,No,109,No,9.067006723858103,2963,479,Consistent,Fake
user_982,3646,3869,431,8.96470531745462,Yes,No,12,No,0.9423623675368312,4529,17,Consistent,Genuine
user_983,44293,1209,172,14.307215892615122,Yes,No,13,No,36.63606286186931,6786,400,Consistent,Genuine
user_984,6218,3250,227,1.1151233239999296,Yes,No,74,Yes,1.9132307692307693,6200,225,Consistent,Genuine
user_985,42613,919,349,4.347228994554271,Yes,No,97,Yes,46.36887921653972,976,166,Consistent,Fake
user_986,7611,3924,182,9.22253124984745,Yes,No,57,No,1.9396024464831805,7345,70,Consistent,Fake
user_987,8308,4404,112,4.800118726985995,Yes,No,40,No,1.8864668483197093,45,361,Consistent,Genuine
user_988,16666,1970,182,10.859150379033013,Yes,No,118,No,8.45989847715736,1193,53,Consistent,Genuine
user_989,26784,2794,480,11.505576596568,Yes,No,80,No,9.586256263421618,4512,244,Consistent,Genuine
user_990,6421,892,145,1.9864814789638796,Yes,No,45,No,7.198430493273543,4943,482,Consistent,Fake
user_991,26119,4471,318,7.950889730998132,Yes,No,35,No,5.84186982777902,6282,349,Consistent,Genuine
user_992,14419,2034,115,7.87891305607031,Yes,No,3,No,7.088987217305801,246,75,Consistent,Genuine
user_993,12960,1365,112,5.854571168125346,Yes,No,5,No,9.494505494505495,3219,34,Inconsistent,Genuine
user_994,7993,129,250,14.027410507260246,Yes,No,90,No,61.96124031007752,8983,266,Consistent,Genuine
user_995,12249,1015,475,12.498841638161707,Yes,No,11,No,12.067980295566503,636,316,Consistent,Genuine
user_996,15778,1800,250,10.609536037689733,Yes,Yes,71,Yes,8.765555555555556,3775,299,Consistent,Fake
user_997,23325,4613,302,10.857736218157465,No,No,117,No,5.056362453934533,2421,120,Consistent,Genuine
user_998,6788,1519,458,7.1948840852902265,Yes,No,56,Yes,4.468729427254773,9280,323,Consistent,Genuine
user_999,15963,4182,312,13.85442055590035,Yes,No,10,No,3.817073170731707,4183,24,Inconsistent,Genuine
